age,balance,purchases,estimated_salary,country,id
35,0,1,100015.79,Spain,15700854
23,113758.48,0,84077.6,France,15809006
44,95488.82,0,107013.59,Germany,15700255
30,0,0,128875.86,France,15642833
50,0,1,194700.81,France,15605279
29,96974.97,0,141404.07,France,15739054
49,0,0,105760.01,France,15772892
47,139887.01,0,95719.73,Spain,15744983
33,0,0,124045.65,Spain,15799479
35,56674.48,1,17987.4,Spain,15684269
33,105663.56,0,33330.89,Germany,15725024
29,139541.58,0,80607.33,Germany,15612627
40,93499.82,0,123218.81,Spain,15675320
49,121973.28,0,148804.36,France,15680727
29,138577.34,0,193362.99,Germany,15663489
42,121453.63,0,46374.64,France,15672132
54,77354.37,1,138192.98,Germany,15578603
39,79259.99,0,186910.74,France,15682533
59,0,1,130260.11,Spain,15765694
34,152797.9,1,175709.4,Germany,15568963
42,133701.07,1,101069.71,France,15703820
41,84113.41,0,197548.63,Germany,15724466
52,0,1,194113.99,Spain,15778410
37,168178.21,0,101273.23,France,15670702
39,143903.11,1,118711.75,Germany,15704763
38,110641.18,1,136507.69,France,15701121
36,166909.2,1,138871.12,France,15796313
40,0,0,102547.56,France,15636238
28,141038.57,0,16287.38,Spain,15770525
36,118520.26,1,131173.9,Spain,15689980
27,118627.16,0,160835.3,Germany,15756471
38,0,0,105295.77,France,15674851
33,0,0,143706.18,France,15601008
35,117707.18,1,95277.15,France,15642002
36,174060.46,0,94925.62,France,15607691
37,0,1,83978.86,Spain,15603846
25,157848.53,1,37543.93,France,15753549
43,0,0,104889.3,France,15725355
41,102749.72,0,194913.86,Spain,15746451
37,124969.13,0,60194.05,France,15677173
44,93960.35,1,36579.53,Germany,15764170
51,88308.87,1,5862.53,France,15610446
59,0,0,62700.08,France,15794122
33,140931.57,0,10921.5,France,15605263
49,0,1,192298.84,France,15605037
41,0,0,143882.25,France,15576085
33,134678.13,0,113177.95,Germany,15595221
29,114590.58,0,75585.48,France,15752816
23,124577.33,0,7267.25,Spain,15797389
57,93716.72,1,180150.49,Germany,15711219
37,111723.08,0,83478.12,France,15770498
45,110765.68,1,26163.74,Germany,15678727
22,169649.73,1,136365,Spain,15740104
31,0,0,99294.22,Spain,15792649
45,116917.07,1,173464.43,Germany,15605275
22,0,0,32589.45,France,15600710
32,130627.66,1,47161.25,Germany,15804394
31,0,0,195668,Spain,15802478
56,152759,1,133167.11,France,15619343
39,109733.2,1,123602.11,Germany,15758813
34,76001.57,0,158668.87,Spain,15569209
48,0,0,148608.39,France,15699634
36,0,1,188670.9,France,15589076
37,64345.21,1,61759.33,Spain,15758845
35,141665.63,0,192776.64,Germany,15685844
38,95010.92,0,105227.86,Spain,15573741
36,109044.6,1,94554.74,Germany,15711455
47,122031.55,1,33823.5,France,15570601
29,27755.97,1,97468.44,Spain,15690925
28,97840.72,0,178222.77,Spain,15778190
44,175303.06,1,65500.53,France,15726494
45,123859.6,0,113051.57,France,15805312
36,97786.08,0,21478.36,France,15574947
50,0,0,33741.84,Spain,15706593
39,131607.28,1,6981.43,Germany,15664754
55,63127.41,1,185211.28,Spain,15643630
36,140355.56,0,136329.96,Germany,15811314
35,0,0,1485.27,France,15713479
60,0,0,163691.48,France,15663921
31,76798.92,0,196021.73,Germany,15773487
38,0,0,179360.76,Spain,15604588
45,127258.79,1,192744.23,Germany,15629078
33,0,0,124641.42,France,15754999
69,107569.96,0,182336.45,Spain,15677382
48,0,0,40062.99,Spain,15626983
29,78939.15,1,122134.56,Germany,15576644
48,100900.5,1,33310.72,Germany,15812198
40,129248.11,1,72876.43,Germany,15699772
56,0,1,142400.27,France,15739858
31,0,0,48778.46,France,15723720
35,126397.66,1,156361.58,France,15638355
36,108546.16,1,133807.77,France,15805637
36,148061.89,1,179128.69,France,15629575
44,122277.87,0,91810.71,France,15586243
54,134388.11,1,49954.79,Germany,15716609
26,129109.02,1,149814.68,France,15652693
56,0,0,41782.7,Spain,15586993
33,150412.14,0,170764.08,Germany,15810457
31,117052.82,1,118508.09,Germany,15659651
39,0,0,143752.77,Spain,15687310
22,130056.23,1,121894.31,France,15607347
35,0,0,143774.06,Spain,15569187
37,123806.28,1,81776.84,France,15615456
53,144453.75,1,190998.96,France,15589793
27,94667.29,0,4470.52,Germany,15781884
58,108888.24,1,135875.51,Germany,15779176
55,118803.35,1,128124.7,France,15605286
54,171137.62,1,167023.95,France,15674922
36,135515.76,0,86013.96,Spain,15623647
52,143542.36,1,141959.11,Spain,15692416
40,97764.41,1,98640.15,France,15738318
33,0,1,142797.5,France,15772243
39,140553.46,0,12440.44,Spain,15693468
30,83319.28,0,57769.2,Spain,15700174
38,0,0,173783.38,Spain,15694192
35,0,1,174770.14,Spain,15585901
30,0,0,40320.3,France,15775880
45,126495.57,0,164741.5,Spain,15737605
47,116393.59,1,63051.32,Spain,15627876
54,0,1,55725.04,France,15758606
46,106171.68,1,163145.5,Spain,15657107
29,185709.28,0,77242.19,France,15748381
60,134250.17,1,153046.16,Germany,15787189
49,0,1,63405.2,France,15666055
62,0,1,42763.12,France,15755678
58,63492.94,0,83172.19,France,15613656
29,127269.75,0,79495.01,Germany,15729970
32,124493.03,1,52583.79,Germany,15725835
43,146547.78,1,10072.55,Germany,15727384
43,99610.92,0,187296.78,France,15666916
46,117837.43,1,104016.61,Germany,15732917
74,108131.53,0,60830.38,France,15780124
28,172646.82,0,116471.43,France,15633612
30,57809.32,0,188258.49,Germany,15565779
39,0,1,38410.74,Spain,15633043
59,0,1,88958.49,France,15606613
39,0,0,116343.09,France,15635939
37,92171.35,1,178106.34,Germany,15658716
34,147422.44,0,42143.61,Spain,15756875
24,173962.32,1,106457.11,Spain,15678146
47,0,1,133831.37,France,15710743
38,167539.97,0,159207.34,France,15626684
45,0,0,77475.73,France,15566494
35,166118.45,0,127827.18,France,15771702
45,102882.4,1,35633.15,France,15723008
49,0,1,182865.09,France,15797160
26,120727.97,0,149073.88,Germany,15644765
63,169832.57,1,184107.26,France,15610686
38,0,1,152880.07,Spain,15577078
38,146282.79,0,198516.2,Spain,15747980
35,103060.63,1,179866.01,Germany,15571305
44,0,0,159899.97,France,15569503
31,36566.96,1,103644.98,Spain,15629338
42,0,1,28465.86,France,15750684
36,0,0,190911.02,France,15711015
44,141136.62,1,189742.78,Germany,15805303
40,0,1,183872.88,France,15780254
63,68432.45,1,112503.24,France,15815626
55,44020.89,1,65864.4,France,15813412
36,97665.61,1,118372.55,France,15668669
52,65971.61,1,14608,France,15687658
41,150463.11,0,81548.38,Germany,15615020
38,250898.09,1,81054,Spain,15757408
38,0,0,58855.85,France,15757916
43,0,1,49713.87,France,15769216
40,0,0,124615.59,France,15804814
42,0,0,60686.4,France,15719561
55,123378.2,1,81431.99,Germany,15659931
74,161434.36,0,65532.17,Germany,15634949
48,138311.76,1,3472.63,Germany,15795990
28,0,0,1801.77,Spain,15631201
54,125456.07,1,83715.66,Germany,15718893
44,0,0,23425.78,France,15671609
27,0,1,156150.08,France,15774857
54,118449.21,1,133573.29,Germany,15651554
32,127785.17,1,184464.7,France,15603851
37,69143.91,0,105780.18,France,15605835
43,86053.52,1,113276.46,Spain,15599722
57,95295.39,1,28434.44,Germany,15704284
18,133550.67,0,46941.41,France,15621893
51,105229.53,1,34967.75,France,15765518
41,102768.42,0,55663.85,France,15616931
18,0,1,55753.12,France,15758372
34,0,0,61995.57,Spain,15613712
26,0,0,6656.64,Spain,15811842
57,101247.06,1,37141.62,Spain,15648794
57,0,1,159475.08,France,15588614
55,110123.59,1,51548.14,France,15630698
36,178111.82,1,58719.63,France,15694200
65,126306.64,1,7861.68,Germany,15721426
42,0,0,178504.29,France,15762138
28,0,0,19653.08,France,15586821
77,149083.7,0,190146.83,Spain,15794479
56,143249.67,1,88428.41,Germany,15805260
35,117212.18,0,83052.03,Germany,15651585
35,167455.66,0,55324.49,Spain,15704746
42,0,0,22974.01,France,15762902
46,123642.36,1,49725.16,Germany,15738605
40,0,0,126554.96,France,15689147
37,145018.64,1,90928.02,Germany,15762169
32,187487.63,0,120115.5,Spain,15799211
59,137648.41,1,142977.05,Germany,15609998
47,118560,1,82522.61,Spain,15583548
33,164385.53,0,150664.97,France,15761763
58,0,1,119071.56,Spain,15735246
47,118079.47,1,143007.49,Germany,15791700
37,130091.5,0,120031.29,France,15641114
31,0,0,15360.91,France,15762803
46,109705.52,1,20276.87,France,15809826
37,170840.08,0,109843.16,Germany,15770974
41,87541.06,1,12577.21,Germany,15803749
47,113328.93,0,124170.9,France,15627484
49,140510.89,0,141914.94,Germany,15806049
35,132253.22,1,115566.57,Germany,15736069
55,99685.06,0,114474.98,Spain,15691723
37,0,0,20968.88,France,15610594
36,0,0,161668.15,Spain,15671969
38,0,1,56229.72,France,15713655
56,157559.59,1,140991.23,Spain,15633930
41,126550.7,1,177644.52,Germany,15712849
30,158584.82,1,142342.55,France,15639077
31,0,1,176570.28,France,15648577
33,127211.45,0,191961.83,Germany,15670345
42,118199.97,1,9452.88,Germany,15633112
38,119208.85,1,169763.89,Spain,15780038
66,0,0,160663.11,France,15756305
58,53772.73,1,192072.1,France,15578799
37,130922.81,0,2186.83,Spain,15783958
33,187257.94,0,190430.81,Germany,15604782
33,163139.27,0,7035.36,France,15630551
55,0,0,94450.97,France,15623927
43,140431.98,1,26450.57,France,15586264
29,0,0,84012.81,France,15812945
37,116471.43,1,175324.74,Germany,15629323
56,123785.24,1,99504.03,France,15777553
38,88758.95,1,28226.15,France,15622217
57,112044.72,1,41229.73,Germany,15570835
65,106804.26,1,107890.69,France,15808044
59,68892.77,1,7905.06,France,15684951
36,0,0,60830.24,France,15763747
39,60263.23,0,170835.32,Germany,15766765
50,129370.91,1,47775.34,Germany,15783615
30,70729.17,0,160948.87,France,15579166
48,0,1,44965.54,France,15789097
27,0,0,20092.89,France,15779064
45,57784.22,1,197804,Spain,15801265
40,0,1,152876.13,France,15664543
47,110022.74,1,135655.29,Germany,15582714
45,135923.16,0,18732.84,Spain,15647266
35,147936.42,0,106785.7,Spain,15680141
33,140002.35,0,123613.81,Germany,15611029
46,123444.72,1,31368.08,Germany,15621210
55,0,1,10034.77,France,15724223
50,155393.32,1,87351.42,Germany,15624388
38,85626.6,0,125079.65,Germany,15775888
29,148143.84,0,52021.39,France,15748116
29,0,0,18255.51,Spain,15664204
29,156569.43,0,180598.66,France,15695492
48,110463.25,1,80552.11,Germany,15581440
33,154575.76,1,25722.28,France,15654390
41,119276.31,1,122284.38,Germany,15595728
49,93059.34,1,7571.51,Germany,15642345
46,113625.93,1,92727.42,Germany,15706163
55,119961.48,1,65156.83,Germany,15746708
45,129209.48,0,60151.77,France,15775203
42,137227.04,1,149097.38,Germany,15787907
58,119024.75,1,35199.24,Germany,15646764
35,74623.5,1,129451.29,France,15678284
45,157929.45,1,145134.49,Spain,15726791
42,0,1,83629.6,Spain,15710366
37,142711.81,0,35625.41,Germany,15614934
41,110624.99,0,89327.67,Germany,15670205
45,122917.71,1,11.58,Germany,15791053
31,82787.93,0,91423.69,France,15796343
39,159492.79,1,80582.34,Germany,15682600
48,0,0,185094.48,Spain,15769312
54,118241.02,1,172586.89,Spain,15708212
43,125537.38,1,138510.01,Germany,15578297
31,0,0,18210.36,Spain,15730738
34,0,0,141582.66,France,15654463
41,179915.85,1,14666.35,Spain,15774151
40,0,0,154189.08,France,15758531
34,88815.56,1,68562.26,Germany,15778395
51,0,0,150390.57,Spain,15656912
28,147972.19,1,60708.72,Germany,15657342
52,170008.84,1,56407.42,France,15672374
27,0,0,125698.97,France,15732476
34,133467.77,0,42976.64,Germany,15607827
37,138292.64,1,152422.91,Germany,15809286
43,118994.84,1,181499.77,Germany,15579130
55,0,0,41967.03,Spain,15754112
38,0,0,180698.32,France,15670914
52,0,1,175149.2,France,15806027
46,117640.39,0,88920.68,France,15707120
40,0,1,20339.79,France,15603914
46,98752.51,0,145560.38,France,15783305
31,0,0,91957.39,France,15782941
49,132571.67,1,31686.33,Germany,15661821
40,180516.9,0,180002.42,France,15728006
41,92805.72,1,73743.95,Germany,15689351
22,0,1,186233.26,France,15782247
39,135309.36,1,31728.86,Germany,15769064
52,56580.93,1,113266.28,France,15613189
37,0,0,25684.93,Spain,15592645
61,97361.66,1,149922.38,Germany,15792525
42,0,1,180702.12,France,15586976
59,0,0,27597.59,Spain,15790659
29,102714.65,0,21170.81,Germany,15572461
28,124023.18,0,166188.28,Germany,15667458
46,100727.5,1,140857.76,Germany,15567980
29,139994.66,0,17744.72,France,15578825
51,145751.03,1,109718.44,Germany,15636089
47,0,1,107243.31,France,15727490
25,121166.89,0,115288.24,Spain,15591766
63,70655.48,1,78955.8,France,15756920
41,129901.21,1,26025.6,Germany,15726403
53,169406.33,1,147311.47,France,15704442
40,107041.3,0,5635.63,Germany,15725818
38,65962.63,0,100950.48,France,15742210
36,140418.81,1,113033.73,Germany,15630617
38,149238.97,0,97825.23,France,15623196
57,163146.46,1,169621.69,Germany,15679249
37,0,1,191557.1,France,15693199
38,61482.47,0,167538.66,Germany,15617136
41,145150.28,1,64869.32,France,15760294
37,89728.86,0,37294.88,Germany,15803790
39,96863.13,0,121681.19,France,15587735
21,0,0,28726.07,Spain,15571148
31,108914.17,1,183572.39,Germany,15778155
56,111920.13,1,197634.11,Germany,15666548
45,0,0,121053.19,France,15625623
37,75150.34,1,131766.67,France,15634974
38,0,0,53311.78,France,15713378
45,0,0,113645.4,Spain,15625942
46,57037.74,0,158531.01,France,15661974
50,0,1,179267.94,France,15689341
51,118537.47,0,116912.45,France,15769522
40,0,1,85455.62,France,15744327
36,0,0,98657.01,France,15798666
50,95813.76,1,67944.09,France,15759436
61,102453.26,1,187247.56,Germany,15751561
52,0,1,52759.82,Spain,15726490
26,149542.52,0,197911.52,France,15654106
45,68639.57,1,168002.31,France,15598086
60,0,0,60615.83,France,15658693
40,134760.21,1,174434.06,Germany,15578809
58,0,1,194930.3,France,15752026
46,87361.02,1,120376.87,Germany,15569571
45,111257.59,1,97623.42,Germany,15769703
61,131583.59,1,66238.23,France,15679770
41,95020.8,1,131710.59,Germany,15791102
34,80242.37,0,56780.97,Germany,15709487
50,0,1,191849.15,France,15755178
50,0,1,31840.59,France,15617197
36,0,1,12096.61,France,15631240
46,81742.84,0,83282.21,Spain,15756560
71,0,1,198446.91,Spain,15732270
41,0,0,164549.74,Spain,15567486
30,0,1,67997.13,Spain,15711834
38,144432.04,1,73963.17,France,15672144
47,130024.87,1,45750.21,Germany,15775905
58,91285.13,0,26767.85,France,15785865
51,110610.41,1,1112.76,Germany,15688691
54,102994.04,1,176680.16,Germany,15592736
36,59893.85,0,43999.64,Spain,15673529
30,127760.07,1,81537.85,Germany,15597896
38,132591.36,1,7387.8,Germany,15731790
40,0,0,60416.76,France,15754537
32,0,0,64839.23,France,15663885
40,47869.69,0,155061.97,Germany,15658956
47,103163.35,1,16259.64,Germany,15787318
28,136674.51,0,5278.78,France,15763665
24,0,1,154971.63,France,15744582
25,116160.23,0,13411.67,France,15643752
32,0,0,101986.16,France,15733768
34,0,0,131281.28,Spain,15588446
58,106458.31,1,128881.87,Germany,15640846
35,122929.42,0,149822.04,Spain,15658360
45,152296.83,1,108040.86,Germany,15602735
49,0,1,25867.67,Spain,15800062
35,128993.76,0,130483.56,France,15685300
29,116805.82,0,4092.75,Spain,15788946
48,107247.69,1,103712.05,Germany,15775891
42,0,1,161242.99,Spain,15711789
48,0,0,7919.08,Spain,15716000
42,75361.44,1,27608.12,Spain,15680278
30,0,0,145537.32,Spain,15591179
40,109308.79,1,120158.72,Germany,15581036
31,0,0,151843.54,Spain,15622117
27,51522.75,0,192131.77,France,15735263
51,119889.84,1,56767.67,France,15687162
21,137910.45,0,177235.23,France,15644962
38,0,0,165196.65,France,15761348
44,148595.55,1,74838.64,France,15759874
34,0,0,111676.63,Spain,15713267
40,164948.98,1,177028,Germany,15815490
62,140549.4,1,30990.16,France,15679410
44,152509.25,0,136915.15,France,15756241
28,191864.51,1,108457.99,France,15688409
44,96418.09,1,131609.48,France,15742272
29,0,0,142238.54,France,15769582
30,142910.15,1,105890.55,Germany,15635660
52,87894.26,1,173899.42,France,15582325
64,0,1,13181.37,France,15760446
34,154485.74,0,78560.64,France,15630920
43,103018.45,1,32462.39,Germany,15641994
39,0,0,32615.21,France,15813532
28,0,0,185660.3,Spain,15631927
32,108235.91,0,143783.28,Germany,15728474
38,0,1,77661.12,France,15636999
31,0,0,17550.49,France,15736274
39,162532.14,1,36051.46,Germany,15639946
40,92053.44,0,143681.83,Spain,15792176
28,0,1,170487.4,France,15729954
31,0,0,53520.03,France,15786200
46,110356.42,1,4969.13,Germany,15627352
27,0,0,26229.24,France,15622494
21,85818.18,0,133102.3,Spain,15667190
32,68067.24,0,143287.58,Germany,15628170
45,0,0,30793.61,France,15631170
42,146100.75,1,32574.01,Germany,15809178
56,123110.9,1,130113.78,Spain,15806688
44,111760.4,1,104722.47,Germany,15576824
38,120623.21,0,129697.99,Germany,15812628
46,78136.36,0,73470.98,Germany,15770420
48,108076.33,1,118855.26,Germany,15592816
36,116993.43,0,168816.22,Germany,15618225
41,128808.65,1,113677.53,Spain,15662098
34,142393.11,0,11276.48,Germany,15787699
22,136444.25,1,51980.25,France,15658889
38,121527.4,0,113481.02,Spain,15667046
48,128140.17,1,175753.55,Germany,15753332
57,0,1,169719.35,France,15767474
31,185078.26,1,115337.74,Spain,15626787
29,144591.96,0,196293.76,France,15765806
45,0,1,161653.5,France,15566708
68,100194.44,0,38596.34,Germany,15591123
38,0,0,146585.53,France,15597265
26,0,0,197594.34,France,15713379
38,128218.47,1,125953.83,Germany,15730433
72,124978.19,0,7144.46,Germany,15680736
51,109799.55,1,12457.76,Spain,15782468
39,0,0,14917.09,France,15685109
61,125397.21,1,182184.09,Germany,15776233
40,104291.41,0,117507.11,Spain,15790235
61,94867.18,1,157527.6,Germany,15641416
37,106453.53,0,127413,Germany,15642202
43,132412.38,1,69584.3,France,15771417
40,124401.6,1,198814.24,Germany,15585100
46,118022.06,1,162643.15,France,15700487
39,82531.11,0,114092.52,Germany,15726589
44,184552.12,1,68860.3,Spain,15747503
45,0,0,170621.55,France,15742820
52,59669.43,1,172495.81,France,15597930
39,151553.19,0,44946.29,France,15770719
51,156773.78,0,40257.79,France,15646817
53,113709.28,1,153887.93,France,15723299
44,0,0,58652.23,France,15751175
51,0,1,91624.11,France,15618936
38,0,1,65986.48,Spain,15787529
42,99263.09,0,67607.9,France,15615991
28,0,0,78707.97,France,15581620
52,125095.94,1,171189.83,France,15600934
25,0,0,152698.24,France,15619280
31,89688.94,0,152305.47,France,15813916
32,149136.31,0,16402.11,France,15667938
33,132168.28,0,98734.15,Spain,15716449
20,0,0,55763.66,France,15758171
60,0,0,51380.9,France,15768455
40,0,0,25399.7,Spain,15714057
48,0,1,114709.13,Spain,15785782
35,132164.26,0,164815.59,France,15757521
45,103583.05,1,132127.69,Germany,15812513
38,99842.5,1,90256.06,Spain,15678572
41,0,0,34827.43,France,15713608
48,0,1,100478.6,France,15776454
40,0,0,97416.34,France,15771483
53,199689.49,1,24207.86,France,15648489
45,110219.14,1,43046.7,Germany,15813067
45,142072.02,0,37013.29,France,15705890
37,153366.13,0,26912.34,Germany,15597033
36,73211.12,1,89587.34,Spain,15707968
52,96196.24,1,198874.52,Spain,15671591
35,147285.52,0,57807.05,Spain,15585284
52,107467.56,1,126233.18,Germany,15669411
37,98218.04,1,182354.46,Germany,15789425
29,0,0,153392.28,France,15776047
37,139265.63,0,198745.94,Germany,15658339
44,0,0,30607.11,France,15701291
33,94493.03,0,101866.39,France,15606836
52,139781.06,1,27445.4,France,15624510
26,148610.41,1,104502.02,Spain,15668575
35,0,0,152012.36,France,15598044
69,93320.8,0,24489.44,France,15570769
32,123906.22,1,127443.82,Germany,15628972
52,131441.51,1,37240.11,Germany,15617482
56,0,1,114522.68,France,15704583
57,136325.48,1,72549.27,France,15621083
38,113150.44,1,176712.59,Germany,15649487
33,0,0,73371.65,France,15714658
29,148051.52,0,118623.94,Germany,15792818
39,122104.79,1,112946.67,Germany,15581198
54,0,1,191212.63,France,15724858
33,0,1,58043.02,France,15690188
44,118577.24,0,31448.52,France,15671766
39,0,1,73669.94,France,15591915
28,0,0,93959.96,Spain,15772798
32,0,0,4660.91,France,15798850
20,124365.42,1,180197.74,Germany,15776348
29,138740.24,0,154700.61,France,15694395
31,143966.3,1,140262.96,Germany,15671655
51,141556.96,0,130189.53,France,15654901
30,0,0,199644.2,France,15642885
41,0,1,144272.71,France,15789109
29,123229.46,0,181221.09,Germany,15595135
38,140278.99,1,171457.06,France,15605000
46,115764.32,0,102950.79,France,15679760
45,68375.27,1,193160.25,France,15577178
39,117833.3,1,5831,Germany,15595324
36,0,0,82298.59,Spain,15756932
45,0,1,52885.23,France,15595228
42,132657.55,0,35367.19,Spain,15592877
56,128882.49,1,196241.94,France,15651983
39,121404.64,0,159618.17,France,15667265
45,131355.3,1,195395.33,Spain,15655123
41,99945.93,0,71179.31,Spain,15709476
35,0,0,195580.28,France,15694946
26,108348.66,1,60231.74,Germany,15682268
47,93871.95,1,156878.42,France,15684801
45,0,1,182784.11,Spain,15636428
51,0,0,184524.74,France,15786993
45,91091.06,0,71133.12,Spain,15575694
40,0,0,177099.71,France,15584545
47,140187.1,0,174311.3,Germany,15706185
45,114959.12,1,189362.39,France,15720943
33,164704.38,1,180716.1,France,15697997
62,119096.55,0,116977.89,France,15665416
47,0,1,35046.97,France,15619653
41,115465.28,0,103174.5,France,15739160
32,114084.6,0,125782.29,France,15642725
38,107193.82,0,38962.94,France,15724423
41,123049.21,0,5066.76,Germany,15610801
48,108128.96,0,103944.37,Germany,15675185
45,89158.94,1,135169.76,Spain,15800061
45,101207.75,1,88211.12,Germany,15687491
43,106086.42,0,26900.63,France,15610403
38,0,0,189678.7,France,15617134
29,45022.23,0,173495.77,Spain,15750839
31,133003.03,1,146339.27,Germany,15779862
37,136689.66,0,197890.65,Spain,15679651
44,0,1,123977.86,France,15699247
35,0,0,114190.3,France,15605327
58,104796.54,0,154181.41,France,15762605
43,0,0,77703.19,France,15599533
35,110046.93,0,26318.73,Spain,15762228
31,102575.04,0,11043.54,France,15587013
43,137780.74,1,119100.05,France,15570932
30,105209.54,0,1852.58,France,15644296
44,118715.86,1,133591.11,Germany,15609653
43,153393.18,0,193828.27,Germany,15584114
28,0,0,170661.02,Spain,15694288
44,136836.49,1,192359.9,France,15759066
40,91592.06,1,141210.18,France,15814816
30,0,0,100557.03,France,15724402
54,0,1,130805.54,France,15571059
25,62482.95,0,102758.43,Germany,15730448
43,55853.33,1,94811.85,Spain,15779581
31,79589.43,0,4050.57,France,15689751
59,91415.76,1,27965,Germany,15745083
35,96814.46,0,120511.03,Germany,15735549
31,145537.21,0,132404.64,Germany,15654230
28,0,1,144423.17,France,15794566
30,119370.11,1,182726.22,Spain,15697424
28,0,0,120880.72,Spain,15724536
47,134381.52,1,26812.89,Germany,15735878
74,114888.74,1,66732.63,Germany,15707596
40,105061.74,1,107815.31,France,15622478
40,0,1,147093.84,France,15636023
39,155062.8,0,16460.77,France,15666675
51,143139.87,1,47795.43,Germany,15663161
23,0,0,196789.9,Spain,15694879
39,178585.46,1,67131.3,France,15795224
33,115130.34,1,129525.5,Germany,15721007
34,138190.13,0,146511.2,Spain,15794253
56,0,1,35418.69,Spain,15813113
39,133707.09,0,108152.75,France,15619407
44,0,0,81140.09,France,15617877
48,0,1,140173.17,France,15772073
60,0,1,166513.49,France,15701537
30,0,0,120736.04,Spain,15780572
24,110407.44,1,15832.43,Germany,15769596
55,81370.07,0,181534.04,Spain,15638003
48,69329.47,1,102640.52,Germany,15775590
28,116755.5,1,158585.17,France,15730688
39,130694.89,1,153955.38,France,15810075
40,137285.26,1,77063.63,France,15724161
41,130701.29,1,59354.24,Germany,15569641
28,0,0,48606.92,France,15672821
37,114737.26,1,106655.88,Germany,15801336
38,0,0,156439.56,France,15721592
62,119817.33,1,43507.1,Germany,15746203
48,130806.99,1,132005.85,France,15583137
49,0,1,80496.71,France,15680752
35,80931.75,1,12639.67,Germany,15791373
56,0,1,94248.16,France,15589449
32,132178.67,0,11865.76,Germany,15692819
35,164769.02,1,119814.25,France,15764604
29,107233.85,0,24924.92,Germany,15613014
60,117738.81,1,147489.76,France,15750447
55,154393.43,1,137674.96,Germany,15631070
45,110827.49,1,153383.54,Germany,15761950
32,75170.54,0,37898.5,France,15586757
66,0,0,116747.62,Spain,15566689
49,0,1,116249.72,France,15725794
36,129440.3,0,102638.35,France,15675791
46,0,1,104469.06,France,15678201
24,140197.18,0,142935.83,Spain,15720745
50,81290.02,1,177747.03,Germany,15603942
42,0,1,19632.64,France,15733973
60,113715.36,1,18424.24,Germany,15596761
36,143421.74,0,97879.02,Germany,15717893
35,0,1,23598.23,France,15747097
31,139729.54,0,135815.38,Germany,15742204
30,132174.41,0,93767.03,Germany,15674331
41,138881.04,1,129936.53,Germany,15713463
29,0,0,111285.85,France,15693264
66,0,1,49553.38,France,15589715
34,68999.66,0,66879.27,France,15814553
47,0,1,21312.16,France,15664907
32,0,0,72873.33,Spain,15810800
54,0,1,110273.84,France,15588080
50,125647.36,1,57541.08,France,15717560
32,146810.99,0,180990.29,Germany,15646936
45,109032.23,1,155407.21,Germany,15768151
57,0,1,33676.48,France,15579212
35,128653.59,0,127558.26,France,15800515
58,0,1,107665.68,France,15587419
43,108508.82,1,184044.8,Germany,15750335
31,155978.17,0,91510.71,France,15699619
50,121175.56,1,117505.07,Germany,15778368
38,86131.71,0,93478.96,Spain,15573926
33,0,1,27557.18,Spain,15768072
48,149726.08,1,88307.87,Germany,15654456
43,0,1,33879.26,France,15807525
35,161274.05,0,181429.87,France,15574372
54,0,1,12847.61,France,15611430
59,0,1,163365.85,France,15793890
43,95140.44,1,123181.44,Spain,15646091
31,0,1,16447.6,France,15596984
54,75900.84,0,192154.66,Germany,15577806
57,238387.56,1,147964.99,France,15715622
48,136596.85,0,185791.9,France,15724150
43,98807.45,1,184570.04,Germany,15627220
30,107499.7,0,187632.22,France,15807837
41,176024.05,0,182337.98,France,15757632
39,127631.62,1,22197.8,Germany,15706071
26,109819.16,0,154491.39,Germany,15755018
28,143988,1,8755.69,Germany,15801904
44,133793.89,1,34607.14,France,15784320
35,71553.83,0,177384.45,Germany,15676513
62,64667.95,0,140454.14,France,15733014
31,104158.84,0,134169.85,France,15605684
63,139529.93,1,175696.16,Spain,15628767
53,64646.7,1,128019.48,France,15758116
71,0,1,146895.36,France,15575119
24,0,0,121232.51,France,15672242
47,139196,0,74028.36,Spain,15815420
50,126345.55,1,17323,Germany,15799626
38,0,1,146388.85,France,15651352
31,119558.35,0,72927.68,France,15720508
36,0,0,55902.93,Spain,15671390
56,99340.83,1,4523.74,Spain,15647385
28,126833.79,1,60843.09,Spain,15631305
29,109676.52,0,25548.47,Germany,15809263
33,130368.31,0,105642.43,Germany,15654292
40,132308.22,0,117122.5,France,15572291
45,155447.65,1,51871.95,Germany,15603465
40,99886.42,0,88695.19,France,15767414
41,134318.21,0,198064.52,Germany,15713621
33,116765.7,1,190659.17,Germany,15750638
38,111501.66,0,119333.38,France,15726796
47,0,0,108762.16,France,15763544
34,130929.02,1,28238.25,Spain,15764431
40,101016.53,1,7926.35,Germany,15648881
67,0,0,27330.27,France,15733303
47,0,1,50213.81,Spain,15749905
43,97067.69,1,60920.03,Germany,15625175
37,92208.54,1,197699.8,France,15643967
58,0,1,62449.07,France,15733234
40,77270.08,1,115800.1,Germany,15721582
37,111911.63,1,110359.68,Germany,15628219
26,0,0,155248.62,Spain,15601184
66,0,0,67622.34,France,15693732
41,74135.85,1,11783.1,France,15765982
25,108380.72,0,79005.95,Germany,15588622
55,91893.32,1,144870.28,Spain,15724863
33,96759.42,0,174777.98,Germany,15725429
